I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.024,0.02,-0.005,-0.02,0.015,0.005,0.015,-0.015,0.02,-0.039,-0.005,0.024
-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.01,-0.02,0.02,-0.044,-0.01,0.02
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.015,-0.02,0.029,-0.039,-0.005,0.024
0.02,0.0,-0.02,-0.01,0.02,-0.01,0.024,-0.01,0.034,-0.024,0.005,0.029
0.01,0.0,-0.01,-0.005,0.01,-0.005,0.02,-0.01,0.039,-0.015,0.015,0.034
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.024,-0.005,0.044,-0.005,0.02,0.044
0.024,0.02,-0.005,-0.02,0.015,0.005,0.029,0.005,0.044,0.005,0.024,0.049
0.02,0.024,0.005,-0.02,0.005,0.015,0.034,0.005,0.049,0.0,0.029,0.049
0.029,0.029,0.0,-0.029,0.015,0.015,0.024,-0.005,0.044,-0.005,0.02,0.044
0.029,0.02,-0.01,-0.024,0.02,0.005,0.029,-0.01,0.044,-0.005,0.015,0.039
0.015,0.005,-0.01,-0.01,0.01,-0.005,0.02,-0.024,0.039,-0.01,0.005,0.024
0.02,0.01,-0.01,-0.015,0.015,0.0,0.02,-0.029,0.039,-0.015,0.005,0.02
0.039,0.024,-0.015,-0.029,0.024,0.005,0.029,-0.024,0.049,0.0,0.01,0.024
0.024,0.02,-0.005,-0.02,0.015,0.005,0.039,-0.015,0.059,0.005,0.02,0.034
0.024,0.005,-0.02,-0.015,0.02,-0.01,0.029,-0.029,0.049,0.0,0.015,0.029
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.024,-0.029,0.044,0.0,0.015,0.024
0.0,-0.005,-0.005,0.005,0.0,-0.005,0.029,-0.02,0.044,0.005,0.02,0.029
-0.005,-0.005,0.0,0.005,-0.005,-0.005,0.029,-0.024,0.049,0.005,0.024,0.034
-0.015,0.0,0.015,0.01,-0.015,0.005,0.029,-0.02,0.054,0.01,0.02,0.034
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.024,-0.02,0.049,0.005,0.015,0.024
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.024,-0.02,0.044,0.0,0.01,0.02
0.015,0.0,-0.015,-0.005,0.015,-0.01,0.029,-0.02,0.049,0.0,0.005,0.02
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.029,-0.024,0.049,0.0,0.0,0.015
0.02,0.0,-0.02,-0.01,0.02,-0.01,0.024,-0.02,0.049,0.0,0.015,0.015
0.039,0.02,-0.02,-0.029,0.029,0.0,0.029,-0.01,0.059,0.015,0.02,0.024
0.015,0.0,-0.015,-0.005,0.015,-0.01,0.034,-0.015,0.054,0.01,0.015,0.02
0.005,-0.01,-0.015,0.005,0.01,-0.015,0.024,-0.02,0.049,0.005,0.01,0.015
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.024,-0.02,0.049,0.005,0.015,0.015
0.02,0.005,-0.015,-0.01,0.015,-0.005,0.029,-0.02,0.049,0.005,0.01,0.01
0.034,0.01,-0.024,-0.02,0.029,-0.01,0.024,-0.024,0.049,0.0,0.0,0.0
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.024,-0.02,0.054,0.0,0.0,0.005
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,0.029,-0.02,0.059,0.005,0.0,0.0
0.024,0.005,-0.02,-0.015,0.02,-0.01,0.029,-0.02,0.059,0.005,-0.005,0.0
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.039,-0.005,0.068,0.015,0.015,0.01
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.034,-0.005,0.068,0.015,0.02,0.01
-0.005,-0.01,-0.005,0.01,0.0,-0.01,0.049,0.005,0.073,0.02,0.024,0.02
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.044,0.0,0.063,0.02,0.02,0.02
0.01,0.0,-0.01,-0.005,0.01,-0.005,0.044,0.005,0.068,0.02,0.024,0.02
0.02,0.01,-0.01,-0.015,0.015,0.0,0.054,0.005,0.068,0.024,0.029,0.029
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.059,0.005,0.073,0.02,0.024,0.024
0.024,-0.015,-0.039,-0.005,0.029,-0.029,0.049,-0.005,0.063,0.01,0.015,0.015
0.005,-0.029,-0.034,0.015,0.02,-0.034,0.044,-0.015,0.059,0.005,0.01,0.005
0.005,-0.029,-0.034,0.015,0.02,-0.034,0.044,-0.01,0.063,0.01,0.01,0.01
0.02,-0.01,-0.029,-0.005,0.024,-0.02,0.049,0.0,0.073,0.02,0.024,0.015
0.01,-0.02,-0.029,0.005,0.02,-0.024,0.039,-0.01,0.063,0.015,0.02,0.015
0.029,0.0,-0.029,-0.015,0.029,-0.015,0.049,0.005,0.073,0.024,0.029,0.024
0.059,0.029,-0.029,-0.044,0.044,0.0,0.063,0.02,0.088,0.039,0.044,0.039
0.034,0.01,-0.024,-0.02,0.029,-0.01,0.049,0.01,0.073,0.024,0.029,0.02
0.024,0.0,-0.024,-0.01,0.024,-0.015,0.039,0.0,0.068,0.02,0.024,0.02
0.01,-0.015,-0.024,0.005,0.015,-0.02,0.039,0.0,0.068,0.01,0.02,0.015
0.015,-0.015,-0.029,0.0,0.02,-0.024,0.034,-0.01,0.059,0.005,0.015,0.005
0.02,-0.005,-0.024,-0.005,0.02,-0.015,0.034,-0.01,0.068,0.01,0.015,0.005
0.005,-0.024,-0.029,0.01,0.015,-0.029,0.034,-0.005,0.073,0.01,0.02,0.01
0.01,-0.015,-0.024,0.005,0.015,-0.02,0.039,-0.005,0.068,0.015,0.024,0.015
0.005,-0.01,-0.015,0.005,0.01,-0.015,0.039,0.0,0.073,0.024,0.039,0.024
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.044,0.0,0.078,0.029,0.044,0.029
0.034,0.0,-0.034,-0.015,0.034,-0.02,0.039,0.0,0.068,0.029,0.039,0.029
0.029,0.0,-0.029,-0.015,0.029,-0.015,0.039,-0.005,0.063,0.024,0.034,0.024
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.034,-0.005,0.068,0.024,0.034,0.029
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.034,-0.01,0.063,0.02,0.029,0.02
0.02,-0.01,-0.029,-0.005,0.024,-0.02,0.029,-0.02,0.054,0.01,0.02,0.01
0.015,-0.015,-0.029,0.0,0.02,-0.024,0.024,-0.024,0.054,0.0,0.015,0.0
0.039,0.0,-0.039,-0.02,0.039,-0.02,0.039,-0.01,0.068,0.02,0.029,0.015
0.01,-0.01,-0.02,0.0,0.015,-0.015,0.044,-0.01,0.073,0.015,0.029,0.015
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.039,-0.015,0.068,0.024,0.034,0.02
-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.039,-0.015,0.063,0.024,0.034,0.015
0.005,-0.01,-0.015,0.005,0.01,-0.015,0.049,0.0,0.073,0.034,0.044,0.034
0.039,0.02,-0.02,-0.029,0.029,0.0,0.054,0.005,0.068,0.029,0.049,0.034
0.034,0.02,-0.015,-0.024,0.024,0.0,0.044,-0.005,0.068,0.029,0.039,0.029
0.029,0.005,-0.024,-0.015,0.024,-0.01,0.034,-0.015,0.054,0.015,0.024,0.015
0.005,-0.02,-0.024,0.01,0.015,-0.024,0.029,-0.02,0.049,0.01,0.02,0.005
0.005,-0.02,-0.024,0.01,0.015,-0.024,0.029,-0.024,0.049,0.01,0.015,0.005
0.02,-0.01,-0.029,-0.005,0.024,-0.02,0.034,-0.015,0.063,0.02,0.029,0.01
0.0,-0.024,-0.024,0.015,0.01,-0.024,0.034,-0.02,0.054,0.015,0.024,0.0
-0.005,-0.029,-0.024,0.02,0.01,-0.029,0.034,-0.015,0.049,0.015,0.024,0.005
0.005,-0.024,-0.029,0.01,0.015,-0.029,0.034,-0.015,0.054,0.02,0.029,0.005
0.005,-0.024,-0.029,0.01,0.015,-0.029,0.034,-0.01,0.054,0.02,0.034,0.015
0.015,-0.01,-0.024,0.0,0.02,-0.02,0.034,-0.01,0.044,0.015,0.029,0.015
-0.005,-0.02,-0.015,0.015,0.005,-0.02,0.024,-0.02,0.039,0.005,0.02,0.01
-0.005,-0.029,-0.024,0.02,0.01,-0.029,0.024,-0.02,0.034,0.005,0.015,0.01
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.029,-0.015,0.039,0.005,0.02,0.015
-0.005,-0.01,-0.005,0.01,0.0,-0.01,0.029,-0.015,0.044,0.005,0.02,0.015
0.0,-0.024,-0.024,0.015,0.01,-0.024,0.024,-0.015,0.039,0.005,0.024,0.01
-0.015,-0.029,-0.015,0.024,0.0,-0.024,0.029,-0.015,0.034,0.01,0.02,0.005
0.005,-0.02,-0.024,0.01,0.015,-0.024,0.029,-0.015,0.039,0.01,0.029,0.015
0.024,-0.01,-0.034,-0.005,0.029,-0.024,0.029,-0.01,0.044,0.015,0.029,0.02
0.024,-0.02,-0.044,0.0,0.034,-0.034,0.024,-0.01,0.034,0.01,0.024,0.01
0.0,-0.029,-0.029,0.015,0.015,-0.029,0.015,-0.024,0.02,-0.01,0.01,0.005
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.02,-0.02,0.024,-0.005,0.02,0.015
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.024,-0.015,0.029,0.0,0.02,0.015
0.005,-0.015,-0.02,0.005,0.01,-0.02,0.024,-0.024,0.024,-0.005,0.015,0.01
0.005,-0.01,-0.015,0.005,0.01,-0.015,0.024,-0.024,0.024,-0.01,0.015,0.015
0.005,-0.015,-0.02,0.005,0.01,-0.02,0.02,-0.029,0.024,-0.01,0.01,0.005
0.0,-0.029,-0.029,0.015,0.015,-0.029,0.015,-0.034,0.015,-0.02,0.005,-0.005
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.024,-0.024,0.024,-0.005,0.02,0.01
-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.034,-0.015,0.039,0.005,0.024,0.015
0.02,-0.01,-0.029,-0.005,0.024,-0.02,0.029,-0.02,0.034,0.005,0.024,0.01
0.024,-0.01,-0.034,-0.005,0.029,-0.024,0.024,-0.024,0.02,-0.005,0.01,0.005
0.015,-0.01,-0.024,0.0,0.02,-0.02,0.024,-0.024,0.02,-0.01,0.01,0.005
0.029,0.0,-0.029,-0.015,0.029,-0.015,0.024,-0.024,0.024,-0.005,0.01,0.005
0.024,-0.005,-0.029,-0.01,0.024,-0.02,0.024,-0.029,0.024,-0.015,0.005,-0.005
0.024,-0.005,-0.029,-0.01,0.024,-0.02,0.024,-0.024,0.02,-0.02,0.0,-0.005
0.02,-0.029,-0.049,0.005,0.034,-0.039,0.02,-0.039,0.015,-0.024,0.0,-0.015
0.015,-0.029,-0.044,0.01,0.029,-0.039,0.029,-0.024,0.024,-0.01,0.005,-0.005
0.01,-0.034,-0.044,0.015,0.024,-0.039,0.024,-0.029,0.02,-0.015,0.005,0.0
0.005,-0.049,-0.054,0.024,0.029,-0.054,0.024,-0.029,0.02,-0.015,0.005,0.0
0.02,-0.039,-0.059,0.01,0.039,-0.049,0.02,-0.034,0.015,-0.01,0.01,0.0
0.01,-0.029,-0.039,0.01,0.024,-0.034,0.024,-0.024,0.015,-0.015,0.005,0.0
0.01,-0.02,-0.029,0.005,0.02,-0.024,0.02,-0.024,0.015,-0.015,0.01,-0.005
0.015,-0.01,-0.024,0.0,0.02,-0.02,0.015,-0.024,0.015,-0.015,0.005,0.0
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.015,-0.029,0.01,-0.02,0.0,-0.01
-0.005,-0.044,-0.039,0.024,0.015,-0.044,0.02,-0.034,0.01,-0.029,-0.005,-0.015
-0.01,-0.044,-0.034,0.029,0.01,-0.039,0.015,-0.039,0.005,-0.029,-0.01,-0.02
-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.02,-0.029,0.01,-0.02,-0.01,-0.015
0.024,-0.015,-0.039,-0.005,0.029,-0.029,0.02,-0.029,0.015,-0.024,0.0,-0.01
0.039,-0.005,-0.044,-0.015,0.039,-0.024,0.034,-0.01,0.02,-0.01,0.01,0.01
0.024,-0.01,-0.034,-0.005,0.029,-0.024,0.034,-0.005,0.024,-0.005,0.015,0.01
